f1_score,loss,precision,recall,val_f1_score,val_loss,val_precision,val_recall,learning_rate
0.0,4.639286518096924,0.0,0.0,0.0,0.004081679042428732,0.0,0.0,0.0010000000474974513
0.0,3.1742119789123535,0.0,0.0,0.0,0.0881626158952713,0.0,0.0,0.0010000000474974513
0.0,1.667957067489624,0.0,0.0,0.0,0.3104510009288788,0.0,0.0,0.0010000000474974513
0.0,1.3544343709945679,0.0,0.0,0.0,0.5974146127700806,0.0,0.0,0.0010000000474974513
0.0,1.346811294555664,0.0,0.0,0.0,0.456026554107666,0.0,0.0,0.0010000000474974513
0.0,1.2969708442687988,0.0,0.0,0.0,0.4824281334877014,0.0,0.0,0.0010000000474974513
0.00010561334784142673,0.5187459588050842,5.2809464250458404e-05,1.0,0.0,0.3832986056804657,0.0,0.0,0.00010000000474974513
8.634087862446904e-05,0.548902153968811,4.317416460253298e-05,0.5,0.0,0.1724085509777069,0.0,0.0,0.00010000000474974513
0.0002849205629900098,0.15222062170505524,0.00014248058141674846,1.0,0.0,0.14617928862571716,0.0,0.0,0.00010000000474974513
0.0003910833038389683,0.2604306638240814,0.00019561815133783966,0.5,0.0,0.11174212396144867,0.0,0.0,0.00010000000474974513
0.001310186693444848,0.13329701125621796,0.0006555228028446436,1.0,0.0,0.03921918198466301,0.0,0.0,0.00010000000474974513
0.00264200777746737,0.030952204018831253,0.0013227512827143073,1.0,0.0,0.031710270792245865,0.0,0.0,9.999999747378752e-05
0.0008543357835151255,0.626748263835907,0.00042753314482979476,0.5,0.0,0.03315259888768196,0.0,0.0,9.999999747378752e-05
0.0009905894985422492,0.6714736223220825,0.0004957858473062515,0.5,0.0,0.03325837478041649,0.0,0.0,9.999999747378752e-05
0.0007843137136660516,0.027980735525488853,0.0003923106996808201,1.0,0.0,0.024112563580274582,0.0,0.0,9.999999747378752e-05
0.0017293557757511735,0.021160444244742393,0.0008654262055642903,1.0,0.0,0.012523293495178223,0.0,0.0,9.999999747378752e-05
0.0031298904214054346,0.12672030925750732,0.0015673980815336108,1.0,0.0,0.04059393331408501,0.0,0.0,9.999999747378752e-05
0.0023612750228494406,0.009797634556889534,0.0011820330983027816,1.0,0.0,0.007296391297131777,0.0,0.0,9.999999747378752e-05
0.0023966447915881872,0.01935841143131256,0.0011997600086033344,1.0,0.0,0.030171843245625496,0.0,0.0,9.999999747378752e-05
0.005063291173428297,0.006141657009720802,0.0025380710139870644,1.0,0.0,0.004976113326847553,0.0,0.0,9.999999747378752e-05
